food_id,city_id,restaurant,cuisine,avg_cost,rating
1718,398,CHICA,,66.09,2.3
1719,398,Karim's,,61.10,1.7
1720,399,Il Ritrovo del Cima,,109.32,1.5
1721,399,Napul'è,,68.37,2.5
1722,399,Incontro,,142.93,3.9
1723,399,Lancione,,140.87,1.5
1724,399,Agriturismo Il Calanco,,136.23,3.8
1725,399,Ristoro della Manferrara,,60.60,4.1
1726,399,Bellavista,,71.34,2.1
1727,399,Rosso di Sera,,126.31,3.3
1728,399,Marbe s.r.l.,,96.32,4.9
1729,399,La lanterna,,104.37,1.3
1730,399,Agriturismo Fontan di Noce,,119.92,3.0
1731,399,Panificio Centrale,,76.47,3.4
1732,399,Hosteria del Malconsiglio,,84.25,3.5
1733,399,Pizzeria La Fenice,,130.79,4.6
1734,399,Pizzeria Il Grottino,,135.37,3.2
1735,400,みっちゃん総本店,,111.97,3.0
1736,400,来来亭,,135.85,1.6
1737,400,電光石火,,123.55,3.6
1738,400,おっくん堂（大手町本店）,,63.71,3.5
1739,400,RED HELMET,,148.36,3.8
1740,400,新天地みっちゃん,,54.58,1.5
1741,400,電光石火,,116.69,4.5
1742,400,電光石火,,120.84,2.7
1743,400,電光石火,,63.39,5.0
1744,400,電光石火,,74.52,4.5
1745,400,尾道らーめん 三公,,134.24,1.7
1746,400,廣島つけ麺本舗ばくだん屋　五日市店,,63.62,3.6
1747,400,銀座ライオン,,141.67,5.0
1748,400,蕎麦茶房みん,,96.56,4.6
1749,400,お好み村,,134.13,3.1
1750,400,Kissasaeki,,80.60,2.0
1751,400,YEBISU BAR,,147.61,3.7
1752,400,サイゼリヤ,,76.36,3.8
1753,400,サイゼリヤ,,104.36,2.7
1754,400,サイゼリヤ,,114.46,2.4
1755,401,Ray's Grille,,137.13,3.7
1756,401,The State of Pasta,,61.32,3.5
1757,401,Dhaka Restaurant,,121.58,3.3
1758,401,Mojo Hero,,59.72,4.1
1759,401,MK restaurant,,88.78,3.6
1760,401,SunTara,,137.09,2.7
1761,401,The Pizza company and Swensens,,83.29,4.7
1762,401,Roti House,,88.60,2.7
1763,401,Le Patitoh,,108.81,2.5
1764,401,Delhi Durbar,,75.52,3.3
1765,401,Flavours & Spices,,121.30,1.1
1766,401,Bacán,,95.62,2.0
1767,401,ຮ້ານໜອງແຕ່ງຊີ້ນດາດໂລ,,129.63,2.3
1768,401,ກ້ຽວກ້ຽວ ໝ່າລ່າ,,117.26,4.2
1769,401,나이스투미츄 nice two Meat u - Parkson Laos,,142.55,4.4
1770,401,ຮ້ານອາຫານ ພາເຂົ້າລາວ,,57.67,4.2
1771,401,Enjoy,,133.56,2.1
1772,401,Ai Capone,,112.03,3.4
1773,401,ໂຊກດີ ຄາເຝ້,,141.69,4.2
1774,401,Benoni Café,,66.33,2.4
1775,407,O Regresso,,141.73,4.2
1776,402,The Witchery,,128.89,2.4
1777,402,Urban Angel,,105.07,2.9
1778,402,La Garrigue,,113.16,4.0
1779,402,Charwood,,144.71,2.0
1780,402,Brunswick Book Club,,58.97,3.2
1781,402,Cibo,,79.77,1.7
1782,402,S.Luca,,112.06,1.0
1783,402,Taste Good,,120.74,2.5
1784,402,Mother India's Cafe,,136.08,1.8
1785,402,Wuzhen of China,,55.25,4.5
1786,402,Tapas3,,98.34,1.8
1787,402,Harajuku Kitchen,,134.03,4.4
1788,402,Hendersons,,143.17,4.3
1789,402,Kalpna,,75.56,1.8
1790,402,Blonde,,52.89,4.1
1791,402,Kismot,,136.90,1.8
1792,402,PizzaExpress,,92.37,4.6
1793,402,Fishers,,120.42,3.2
1794,402,Hemingway's,,69.35,2.6
1795,402,The Kitchin,,137.25,4.5
1796,403,Latitude 15°,,76.94,1.4
1797,403,Marlin Restaurant,,82.65,4.0
1798,403,Copper Creek Spur,,133.42,4.7
1799,403,The Orange Tree Public House,,119.00,1.1
1800,403,Cantina,,137.63,4.4
1801,403,The Deli,,98.35,4.5
1802,403,Rolex African Cuisine & Cafe,,139.47,2.6
1803,403,PG Gardens Bar & Grill,,91.19,3.9
1804,403,# SOCIAL,,131.78,3.6
1805,403,Dulce & Banana,,117.89,3.3
1806,403,Eataly,,111.33,4.9
1807,403,Twapandula,,109.59,1.1
1808,403,Rootz,,93.93,1.9
1809,403,Urban Yard,,130.59,2.3
1810,403,Fox & Hound,,140.95,1.7
1811,403,Sea Salt,,87.79,4.6
1812,403,3 Trees,,138.46,2.0
1813,403,ChitChat,,86.05,3.8
1814,403,Sushi Mai,,67.53,4.2
1815,403,Habesha Ethiopian Restaurants,,130.71,2.2
1816,404,ZWIN ZWIN CAFÉ,,74.27,3.8
1817,404,Little Italy Marrakech,,132.95,4.7
1818,404,Al Fassia,,109.72,2.0
1819,404,Un Déjeuner à Marrakech,,101.66,4.0
1820,404,Kabana,,52.17,1.1
1821,404,hysushi,,131.87,3.8
1822,404,Grand Café de la Poste,,53.68,3.5
1823,404,La Terrasse Des Epices,,117.18,1.3
1824,404,Le Jardin,,125.10,2.6
1825,404,La Villa des Orangers,,89.23,1.1
1826,404,Le Foundouk,,50.99,4.7
1827,404,Fouquet's,,147.64,1.7
1828,404,Pepe Nero,,148.51,2.7
1829,404,La table du Palais,,147.90,2.9
1830,404,Restaurant Al Baraka,,60.07,3.7
1831,404,Le Jardin,,55.04,1.8
1832,404,l'tachine,,134.77,3.3
1833,404,Kui-Zin,,146.85,1.5
1834,404,Naranj Libanese,,67.48,1.6
1835,404,Koulchi Zine - Rooftop Restaurant,,149.32,4.9
1836,406,Prestol,,81.43,1.7
1837,406,Granit,,130.76,2.7
1838,406,Пица Немо,,118.20,1.7
1839,406,БИЧ ЕНД ЛОУНЏ ЏОВАНИ,,88.16,4.3
1840,406,Ресторан Орфеј,,96.07,4.0
1841,406,oTTo,,142.45,3.2
1842,406,Пица-ресторан „Сопранови“,,123.95,3.5
1843,406,Вија сакра,,80.84,4.6
1844,406,Св. Никола,,119.20,4.3
1845,406,Ангела,,84.83,4.1
1846,406,Kaj Meče,,79.88,1.1
1847,406,"Restaurant '"Kajche'"",,132.74,4.5
1848,406,Фopтунa,,126.29,4.8
1849,406,Долна Порта,,128.32,2.9
1850,406,Ресторан Панорама,,128.76,4.3
1851,406,Leza,,145.23,2.5
1852,406,Езерски Рај,,142.81,2.6
1853,406,Restaurant Centar - ZemZem,,66.40,1.6
1854,406,Restaurant Adenia,,116.49,1.2
1855,406,Cosa Nostra,,130.76,1.9
1856,407,Masala Mantra,,54.16,1.6
1857,407,Bistro Oásis,,120.04,2.7
1858,407,Veneza,,120.51,3.5
1859,407,Veneza,,115.95,3.1
1860,407,Casa de Pasto o Petisco,,88.01,2.3
1861,407,Casa de Pasto o Guerreiro,,137.46,2.5
1862,407,Real Indian Magic,,133.60,4.4
1863,407,Mato à Vista,,67.63,4.4
1864,407,Porto Doce,,86.87,4.2
1865,407,O Louis,,109.29,2.2
1866,407,Frango Dourado,,104.78,1.4
1867,407,Fonte Pequena,,60.13,2.8
1868,407,Academico,,83.32,2.8
1869,407,Restaurante Hamburgo,,120.95,3.7
1870,407,Restaurante Zig Zag,,88.08,2.7
1871,407,Casa de Pasto O Largo,,124.91,2.8
1872,407,Restaurante Oliveira,,102.26,3.2
1873,407,Restaurante,,145.90,3.0
1874,408,Caru' cu Bere,,84.94,1.6
1875,408,Hanu' lui Manuc,,112.69,1.9
1876,408,Busuioc,,139.60,2.5
1877,408,City Grill Primăverii,,134.45,4.2
1878,408,Restaurant Pescăruș,,141.50,1.1
1879,408,Souk,,78.41,3.5
1880,408,Casa Roz,,51.75,2.9
1881,408,Ahmad Cuisine,,115.70,1.4
1882,408,Naser 3,,106.44,2.7
1883,408,Capri,,56.49,3.2
1884,408,Zen Sushi,,105.32,1.7
1885,408,Trattoria Buongiorno,,82.17,3.8
1886,408,Gargantua Parc,,89.37,3.3
1887,408,Restaurant Diesel,,125.37,1.2
1888,408,Taverna Sârbului,,99.22,3.6
1889,408,Shogun,,116.99,3.0
1890,408,South Burger Garden,,110.66,1.2
1891,408,Basilico,,122.46,3.4
1892,408,Capricciosa,,92.37,3.5
1893,408,Grădina Roka,,113.38,2.4
1894,408,Cafeneaua Veche 9,,70.40,3.1
1895,410,Wirtschaft zur Burg,,106.01,1.5
1896,409,Surfers Beach Restaurant,,103.86,2.3
1897,409,Chez Batista,,68.70,2.5
1898,410,Landgasthof Leuen,,75.74,3.1
1899,410,Zur Au,,63.69,2.4
1900,410,Haus Hiltl,,104.55,5.0
1901,410,Kronenhalle,,87.48,2.7
1902,410,EquiTable,,94.42,3.0
1903,410,blindekuh,,141.89,4.5
1904,410,Ornellaia,,77.97,4.4
1905,410,FiveSpice,,123.59,4.6
1906,410,Vorderer Pfannenstiel,,73.13,1.7
1907,410,Park im Grüene,,110.28,2.6
1908,410,Chalet India,,98.42,3.9
1909,410,Linde,,58.17,1.6
1910,410,Der wilde Kaiser,,79.47,4.3
1911,410,Bauschänzli,,114.18,3.9
1912,410,Seerose,,136.62,3.1
1913,410,Schützenstube Werlen,,79.60,1.5
1914,410,Tessin Grotto,,81.59,2.2
1915,410,Mensa Kantonsschule Zürich Nord,,125.79,2.0
1916,410,Kang In,,51.50,2.1
1917,410,Buris Burger,,58.85,2.8
1918,410,Zur alten Kanzlei,,142.51,4.9
1919,411,Buffalo Wild Wings,,92.27,1.8
1920,411,مطعم بيير شيك,,144.63,1.7
1921,411,Calo Fit,,70.60,4.4
1922,411,"ODEON Restaurant, Market & Catering",,87.33,3.7
1923,411,Khaymat Al Bahar,,129.14,4.6
1924,411,Mister Baker,,82.09,4.2
1925,411,Awani,,87.92,4.2
1926,411,Aprons & Hammers,,58.48,3.7
1927,411,The Observatory,,57.50,3.0
1928,411,Nando's,,61.76,4.8
1929,411,Bystro,,127.98,1.6
1930,411,Baskent Turkish Kitchen,,90.28,3.8
1931,411,Reform Social & Grill Dubai,,59.03,2.1
1932,411,The Burgr Factory,,74.27,2.0
1933,411,P.F. Chang's,,109.06,2.1
1934,411,نووم نووم مطعم آسيا,,135.81,3.5
1935,411,مطعم إيران زمين,,86.19,2.1
1936,411,Mythos,,75.78,4.7
1937,411,Wild & The Moon,,134.34,3.5
1938,411,Bosporus,,120.46,4.8
1939,413,Bones,,145.41,1.6
1940,413,The Vortex Bar & Grill,,108.88,3.4
1941,413,Fitlife Foods,,114.88,3.7
1942,413,Orient Express,,86.79,2.3
1943,413,Elmyriachi Restaurant & Cantina,,89.82,1.2
1944,413,Black Sheep Tavern,,145.81,3.8
1945,413,Edgewood Pizzeria,,54.71,2.9
1946,413,Slutty Vegan,,94.61,2.8
1947,413,La Hacienda Midtown,,143.27,2.1
1948,413,Waffle House,,106.32,2.1
1949,413,Little Bear,,142.06,3.6
1950,413,Waffle House,,63.33,3.9
1951,413,Fellini's Pizza,,79.63,3.0
1952,413,Mama's Cocina Latina,,54.22,2.3
1953,413,Waffle House,,127.00,3.3
1954,413,Octopus Kitchen,,100.27,3.5
1955,413,Waffle House,,79.77,3.1
1956,413,Max Lager's,,102.84,2.1
1957,413,OK Cafe,,143.23,3.0
1958,413,Bullpen Rib House,,148.19,3.1
1959,414,Zombala2,,77.53,1.5
1960,414,Mini Restautant,,136.34,4.9
1961,415,Bob's Big Boy,,135.80,2.5
1962,414,Paday Bistro,,95.75,4.3
1963,414,Tromgsa Penlop scholarship restaurant,,114.70,3.6
1964,414,Menzee Multi cusine Restaurant,,81.41,4.8
1965,414,Sinchula,,108.76,4.6
1966,414,Dai Chee Restaurant,,129.83,3.4
1967,414,Gawa Bhutan Gourment Dining,,130.71,1.7
1968,414,Rotong Restaurant and outdoor catering service,,146.95,2.2
1969,414,Kezang & Dechen Restaurant Cum Bar,,106.77,4.5
1970,414,Tendu Restaurant,,116.16,3.4
1971,414,Karma's Dhaba,,143.10,1.6
1972,414,Milliways,,122.73,4.5
1973,414,Food Lover,,123.07,2.7
1974,414,Tshering Choden and Konig Beer Garden,,95.84,1.5
1975,414,roonak,,66.19,4.9
1976,414,UMS,,147.65,4.7
1977,414,Fu Lu Shou Chinese restaurant,,135.68,4.5
1978,414,TC Fast Food restaurant,,115.47,1.1
1979,414,Crossroad Restaurant,,83.07,4.9
1980,415,Pann's Coffee Shop,,67.41,4.7
1981,415,El Coyote Cafe,,86.43,4.8
1982,415,Carney's Restaurant,,146.00,1.4
1983,415,Philippe The Original,,78.49,4.7
1984,415,Musso & Frank,,65.62,4.8
1985,415,The Black Cat,,57.93,2.8
1986,415,Tam O'Shanter,,74.14,1.6
1987,415,Langer's,,110.78,1.4
1988,415,Crossroads Kitchen,,61.23,4.1
1989,415,Michelangelo Ristorante,,57.06,2.5
1990,415,Bowery Bungalow,,137.66,4.1
1991,415,ตำหนัก ไทย (Tumnak Thai),,147.66,4.3
1992,415,Rodeo Mexican Grill,,106.19,5.0
1993,415,Louvre Banquet Hall,,109.67,1.4
1994,415,Sushi Ai,,93.80,4.4
1995,415,พี่ใหญ่ ห้องอาหาร Yai Restaurant,,114.23,3.0
1996,415,Katsuya Hollywood,,117.08,1.8
1997,415,Dos Burritos,,74.19,3.4
1998,415,Thai Patio,,118.28,2.8
1999,415,Bob's Big Boy Broiler,,122.96,3.5
2000,416,Corleone's,,140.15,2.7
2001,416,The Olde Pink House,,79.52,3.7
2002,416,Southside Shellfish,,113.89,1.5
2003,416,Waffle House,,59.28,2.4
2004,416,Waffle House,,80.62,2.8
2005,416,Waffle House,,86.43,1.8
2006,416,The Vault Kitchen & Market,,114.34,3.2
2007,541,Manquecura,,115.47,1.4
2008,416,Belford's Savannah,,121.02,4.5
2009,416,Waffle House,,100.45,2.7
2010,416,Isaac's on Drayton,,99.94,3.4
2011,416,Papillote,,132.42,1.6
2012,416,Spudnik Gourmet Potato Bowls,,55.31,4.8
2013,416,Taco Abajo,,116.34,4.1
2014,416,Barracuda Bob's Bar & Grill,,132.74,3.5
2015,416,Tubby's Seafood,,110.94,2.4
2016,416,Boomy's,,82.98,4.9
2017,416,The Collins Quarter,,59.76,2.5
2018,416,One Eyed Lizzy's,,91.58,2.3
2019,416,Driftaway Cafe,,118.32,3.7
2020,416,Savannah Taphouse,,87.69,4.5
2021,417,Lyabi Hovuz,,109.30,2.5
2022,417,Xurshid Fayz,,113.71,3.8
2023,417,Mangal,,95.22,2.6
2024,417,ЭЛ КЛАССИКО БУХАРА РЕСТОРАН,,84.48,1.4
2025,417,EL CLASSICO BUKHARA RESTAURANT,,82.62,3.2
2026,417,Bella Italia,,142.63,4.6
2027,417,Sultan,,109.95,4.3
2028,421,Dalchini,,105.58,4.4
2029,417,Империя Вкуса,,104.28,2.9
2030,417,Плов Магистраль,,115.32,3.2
2031,417,Temir's Restaurant,,96.26,1.0
2032,417,Airbus,,101.04,4.6
2033,417,Смотровая площадка и ресторан Bukhara tower,,55.11,4.0
2034,417,Amulet,,138.20,1.3
2035,417,Хон Атлас,,101.81,1.4
2036,417,АНДАРА,,84.74,1.6
2037,417,Chorbakr,,89.60,4.3
2038,417,Yaponamama,,127.23,3.7
2039,417,MANTUXONA P.M.K,,79.04,4.8
2040,417,Sandiq,,53.12,1.9
2041,417,Parizod,,125.93,1.1
2042,418,Schwartz's,,138.05,4.1
2043,418,Dunn's,,140.64,1.8
2044,418,Poutineville,,78.82,3.2
2045,418,Le resto du Village,,118.89,4.7
2046,418,La Banquise,,113.54,2.9
2047,418,Boston Pizza,,97.20,1.9
2048,418,Saint-Hubert,,68.49,4.2
2049,424,Vila Franka,,69.75,1.3
2050,418,Le Garden Room,,144.56,1.9
2051,418,Imadake,,134.18,1.2
2052,418,Diablos BBQ,,139.96,2.8
2053,418,"Restaurant Le Ste-Hélène, Bistro-Terrasse",,87.20,1.1
2054,418,TiBoeuf,,126.13,4.0
2055,419,WA GRILL - THỊT NƯỚNG MANG VỀ KÈM BẾP 24H,,99.43,1.2
2056,419,The East,,57.35,2.3
2057,419,Hội quán thực dưỡng,,131.72,3.5
2058,419,Quán Ăn Ngon - Phan Bội Châu,,89.43,2.9
2059,419,Pho 10,,137.07,1.5
2060,419,Quán Nướng Abéo,,142.66,3.5
2061,419,Nhà hàng Thủy Tạ,,130.04,4.3
2062,419,Nhà Chay Achi,,137.60,3.0
2063,419,Ba Ba Sơn Đông,,113.81,4.6
2064,419,Bánh cuốn Gia An,,122.86,3.5
2065,419,Takumi,,118.95,4.9
2066,419,Sumo BBQ,,71.30,4.9
2067,419,Shogun,,68.53,2.1
2068,419,Quán Nhậu Tự Do,,109.76,2.8
2069,419,Nhà Hàng Bò Đội Nón,,135.76,3.8
2070,419,Nhà Hàng Bún Việt,,94.84,3.5
2071,419,Chops,,93.93,2.8
2072,419,El Gaucho,,123.49,4.1
2073,419,Nhà Hàng Chay Aumee,,119.83,3.5
2074,419,Nhà Hàng Hồng Hoài,,63.05,2.4
2075,421,Moura,,138.04,1.2
2076,420,Gordon Street Garage,,103.94,3.7
2077,420,Billy Lee's,,70.78,4.8
2078,420,Molly's Irish Pub,,127.79,4.6
2079,420,Varsity,,128.32,1.9
2080,420,PappaRich,,106.11,3.0
2081,420,Fraser's,,90.19,2.1
2082,420,Box 1 Restaurant,,70.64,1.6
2083,420,Matilda Bay Restaurant,,77.43,3.8
2084,420,Botanical Café,,101.21,4.0
2085,420,Varsity Waterford,,106.47,3.3
2086,420,Sushi Hub,,132.98,4.1
2087,420,Flames Restaurant,,144.20,1.8
2088,420,"Redfish Fish, Chips & Grill",,93.76,5.0
2089,420,Dolce & Salato,,83.29,4.6
2090,420,The Bonsai Restaurant & Cafe Lounge,,149.42,3.9
2091,420,Hakata Gensuke Chicken Ramen,,144.24,4.5
2092,420,Bib and Tucker,,116.25,1.2
2093,420,Nando's,,91.65,3.5
2094,420,Samson's Paddock,,99.52,4.6
2095,420,Bivouac,,62.88,2.7
2096,421,Upper Boat Inn,,83.82,4.0
2097,421,Cedar Tree Farm,,147.18,2.9
2098,421,Purple Poppadom,,80.48,3.1
2099,421,Happy Gathering,,107.68,1.0
2100,421,Miller & Carter,,123.62,2.4
2101,421,ASK Italian,,99.79,3.3
2102,421,The Deck,,65.30,5.0
2103,421,Nando's,,92.49,2.0
2104,421,Caesars Arms,,133.60,4.9
2105,421,Mr Villa's,,128.97,2.8
2106,421,Pizza Hut,,135.12,2.1
2107,421,Ego at The Schooner Inn,,63.46,1.9
2108,421,591 by Anatoni's,,58.23,2.5
2109,421,Bay Leaf,,68.52,4.4
2110,421,Wagamama,,73.92,3.9
2111,421,The Athenian Tree,,138.93,4.2
2112,421,Las Iguanas,,110.55,5.0
2113,421,Bully's,,78.94,4.5
2114,424,Stejarul,,80.24,1.7
2115,424,Hanul Dracula,,119.28,2.1
2116,422,Saint John’s Bar & Grill,,63.21,4.7
2117,422,Straits Restaurant,,111.34,4.1
2118,422,Pizza Antica,,92.11,4.0
2119,422,LB Steak,,56.81,1.6
2120,422,Sauced BBQ & Spirits,,96.12,4.1
2121,422,The Counter,,139.00,1.8
2122,422,Maggiano's Little Italy,,59.84,3.0
2123,422,Momosan Ramen & Sake,,116.56,2.6
2124,422,EMC Seafood & Raw Bar,,91.32,4.4
2125,422,Left Wing,,86.54,2.1
2126,422,Ozumo,,136.46,4.6
2127,422,Zazil,,115.12,2.6
2128,422,Yard House,,66.23,4.0
2129,422,Bánh Cuốn Tây Hồ #10,,94.18,4.5
2130,422,Fogo de Chão,,92.30,3.7
2131,422,Meso Modern Mediterranean,,65.41,1.5
2132,422,Gumba's Italian Foods Pizzaria,,64.41,2.9
2133,422,BE.STÉAK.Ă,,136.52,1.5
2134,422,Black Bear Diner,,122.58,4.7
2135,422,Jack's Restaurant & Bar,,80.59,3.9
2136,423,Fitlife Foods,,58.34,2.1
2137,423,Fitlife Foods,,95.46,1.2
2138,423,Kobe Japanese Steakhouse,,144.74,3.9
2139,423,Joe's Crab Shack,,95.47,3.9
2140,423,Boston Lobster Feast,,63.66,2.3
2141,423,Miller's Ale House,,129.02,2.8
2142,423,Vito's Chop House,,80.81,5.0
2143,423,Denny's,,108.35,3.2
2144,423,Kobe Japanese Steakhouse,,98.27,3.1
2145,423,Waffle House,,55.32,4.2
2146,423,Miller's Ale House,,108.11,2.0
2147,423,IHOP,,144.07,4.1
2148,423,Waffle House,,105.81,3.8
2149,423,BJ's,,147.82,4.1
2150,423,Chuy's,,79.40,4.4
2151,423,Fogo de Chão,,103.10,2.4
2152,423,Dave & Buster's,,90.30,2.3
2153,423,Waffle House,,114.14,3.3
2154,423,Denny's,,106.01,5.0
2155,423,Waffle House,,123.44,2.7
2156,424,Steaua,,149.97,3.5
2157,424,Casa Wagner,,73.22,2.6
2158,424,Restaurant Michelangelo,,60.88,3.5
2159,424,Casa de pe Deal,,104.37,3.3
2160,424,Perla,,68.03,1.4
2161,424,Concordia,,115.44,4.0
2162,424,Al Forno Pizzeria,,80.31,4.2
2163,424,Casa cu cerb,,146.38,4.2
2164,424,Paul,,67.21,4.4
2165,424,Vlad Dracul,,82.16,1.4
2166,424,San Gennaro,,123.30,2.5
2167,424,Jo Pub,,61.07,4.6
2168,424,House on the Rock,,97.53,4.2
2169,424,Catering House,,105.57,2.0
2170,424,Veneția,,95.29,2.3
2171,424,Bistro,,116.25,1.2
2172,424,Pizzeria San Marco,,134.07,3.6
2173,425,Lunch Lady,,70.64,3.3
2174,425,Phnom Penh Restaurant,,83.17,3.8
2175,425,The Farmers Apprentice,,55.01,4.2
2176,425,Boulevard Kitchen & Oyster Bar,,87.01,4.8
2177,425,Masayoshi,,95.86,3.7
2178,425,Moltaqa,,50.67,4.4
2179,425,Burdock & Co,,68.51,2.8
2180,425,St. Lawrence Restaurant,,126.86,4.5
2181,425,Sushi Hil,,104.16,5.0
2182,425,Hawksworth Restaurant,,69.69,1.1
2183,425,Annalena,,82.56,3.2
2184,425,Elisa,,77.88,3.8
2185,425,Published on Main,,110.07,3.1
2186,425,Barbara,,101.00,2.6
2187,425,Kissa Tanto,,147.86,3.4
2188,425,Chi,,141.08,2.1
2189,425,Moki's Pizza,,83.05,2.5
2190,425,White Spot,,117.79,3.7
2191,425,Cactus Club Cafe,,120.58,4.6
2192,425,Happy Valley Food City,,64.12,3.3
2193,426,LB's Pizza House,,86.83,3.6
2194,426,Mae's Tea Rooms and Gallery,,149.65,1.9
2195,426,Asaya Thai,,103.79,1.0
2196,426,The Cottage in the Wood,,101.96,1.9
2197,426,Old Keswickian,,130.76,2.8
2198,426,Star of Siam,,103.97,4.0
2199,426,Woodstone Pizza & Flamegrill,,114.43,1.4
2200,426,eS Tapas Bar,,129.44,1.6
2201,426,Casa Bella,,92.06,4.8
2202,426,Fellpack,,75.59,1.7
2203,426,Derwent Walker Cocktail Bar & Restaurant,,119.83,1.7
2204,426,The Kingfisher,,142.32,3.8
2205,426,Piri Fresco,,90.99,3.0
2206,426,Middle Ruddings,,144.93,4.6
2207,426,Steaks of the Lakes,,62.82,2.1
2208,426,Ivy House,,121.52,3.2
2209,426,Sultan of Keswick,,112.82,1.9
2210,426,Little Saigon,,56.33,1.0
2211,426,Lakeland Spice Cusine,,147.61,4.9
2212,426,Lakes Distillery Restaurant,,117.06,4.8
2213,427,Self Service TuttiGusti,,78.69,3.5
2214,427,Trattoria da Vito,,139.87,1.1
2215,427,Chiosco ai Pini,,68.48,3.9
2216,427,ye San Lazzaro,,64.52,1.5
2217,427,Ristorante Senafe,,122.06,4.5
2218,427,Trattoria Meloncello,,77.70,1.8
2219,427,Il Chiosco,,95.16,4.5
2220,427,Calavera Restaurant,,141.30,2.1
2221,427,Osteria San Pietro,,134.22,1.8
2222,427,Le Moline - Osteria,,126.27,4.9
2223,427,Gusto Chengdu,,133.81,2.3
2224,427,L'India,,95.82,3.3
2225,427,Rosteria Luciano,,86.06,4.6
2226,427,La Bella Napoli D'Amore,,87.13,2.7
2227,427,Pizzeria Dall'Ospite,,110.84,3.1
2228,427,Pizzeria Super Pizza,,130.23,4.9
2229,427,Osteria dell'Orsa,,105.98,5.0
2230,427,Pizzeria Il Sellaio,,120.46,1.4
2231,427,Umami,,71.59,2.4
2232,427,Sagami,,95.37,2.9
2233,428,Sligachan Hotel,,96.28,4.5
2234,428,Pier Hotel,,64.46,3.2
2235,428,Cafe Cùil,,111.92,1.7
2236,428,The Granary,,60.91,1.9
2237,428,Dulse and Brose,,106.20,2.5
2238,428,Gasta,,53.81,1.8
2239,428,The Oyster Shed,,96.56,1.8
2240,428,Edinbane Lodge,,97.85,3.7
2241,428,Edinbane Inn,,53.89,2.9
2242,428,The Market Place,,60.90,1.6
2243,428,Scorrybreac Restaurant,,131.15,2.1
2244,428,Taste of India,,81.91,2.6
2245,428,The Lower Deck,,103.96,1.8
2246,428,Tianavaig,,59.21,3.4
2247,428,Caberfeidh,,103.34,2.3
2248,428,Prince of India,,126.76,4.9
2249,428,The Caledonian Cafe,,86.93,3.1
2250,428,Pizzeria L'Incontro,,92.30,3.7
2251,428,Tomita Sushi,,137.82,4.2
2252,428,Sea Breezes,,126.97,4.7
2253,429,Emilia Brunch & Cocktails,,144.03,1.4
2254,429,Cantina CAAA,,140.28,2.8
2255,429,Hoko,,104.93,3.0
2256,429,Temperos da Gracinda,,130.16,4.2
2257,429,Quinta da Torre,,122.53,4.1
2258,429,Com Requinte,,126.96,3.0
2259,429,Oh Lá Lá,,143.13,2.1
2260,429,Transmontano,,76.87,3.7
2261,429,DeGema,,141.73,1.9
2262,429,Restaurante Cor de Tangerina,,80.55,1.6
2263,429,Quinta S. Vicente,,71.00,3.9
2264,429,Dom Henrique,,147.88,4.0
2265,429,Tasquinha da Ribeira,,86.68,3.2
2266,429,Kasablanca Sushi-Bar,,148.99,1.6
2267,429,Xin Cheng,,120.96,2.6
2268,429,Ferrugem Restaurante,,103.36,3.1
2269,429,Casa Amarela,,101.75,3.8
2270,429,Helvetia,,78.91,1.2
2271,429,El Mariachi,,72.04,3.1
2272,429,Bellucci,,135.61,4.5
2273,430,沙利文餐廳 Solmar Restaurant,,98.52,2.3
2274,430,Neibur,,149.48,1.2
2275,430,Studio321,,102.60,4.2
2276,430,The Royal dessert 御滿糖,,62.98,2.2
2277,430,Indian Kitchen,,124.78,3.6
2278,430,Alibaba Kebab,,146.99,1.0
2279,430,L'Altro Restaurant Macau,,89.74,4.2
2280,430,海灣餐廳,,118.66,4.2
2281,430,法蘭度餐廳 Resturante Fernando,,147.16,2.1
2282,430,澳門航空食品供應股份有限公司 Macau Catering Services Company Limited (Servair Macau),,103.32,4.6
2283,430,爱尔兰四叶草酒吧,,129.43,3.9
2284,430,蒂曼南歐餐廳 Terra Mar,,62.26,3.6
2285,430,東望洋餅店 Padaria da Guia (Bakery),,118.07,3.8
2286,430,玫瑰園 Café Rose Garden,,56.53,3.2
2287,430,時光屋 Next Kitchen,,70.73,2.3
2288,430,萬豪軒 Grand Plaza,,58.71,4.4
2289,430,小郡肝 Siu Gwan Gon,,61.53,1.7
2290,430,中心咖啡美食,,55.69,4.5
2291,430,必達士 Bitter Sweet,,73.41,1.5
2292,430,沛記咖啡室 Elstabelecimento do Coimdas Pui Kei,,101.53,1.9
2293,431,Restaurante El Roble,,99.98,3.1
2294,431,Le K'Fee,,120.67,4.5
2295,431,Casa de La Abuela,,66.03,3.7
2296,431,Beta bar&grill,,93.15,2.7
2297,431,Makao,,114.52,4.3
2298,431,Super Breakfast,,50.25,3.9
2299,431,Meraki,,50.31,2.1
2300,431,Nata Lu,,139.97,3.9
2301,431,Keizaki Sushi & Wok,,137.29,3.2
2302,431,Quiclky,,133.72,3.2
2303,431,Lenos del Norte,,115.92,1.3
2304,431,Cumana Bistrot food,,52.48,3.2
2305,431,Casa Omedeto,,139.70,3.3
2306,431,Tierra Querida,,142.30,3.0
2307,431,Pizzeria Gourmet La Terraza,,92.41,3.6
2308,431,Todo Riko,,50.80,4.5
