attraction_id,city_id,attraction_name,category,entry_fee
2872,461,Las Olas Boulevard,Tourist Spot,6.33
2873,461,Sam Jones,Tourist Spot,3.78
2874,462,قصر الوطن,Tourist Spot,2.41
2875,462,Galerie Hamadan,Tourist Spot,13.63
2876,462,Observation Deck at 300,Tourist Spot,4.22
2877,462,المرسال للشحن البرى,Tourist Spot,3.00
2878,462,Ittihad House & Garden Abu Dhabi,Tourist Spot,8.23
2879,462,New York University Abu Dhabi,Tourist Spot,18.97
2880,462,Al Yazra,Tourist Spot,8.06
2881,462,Wahat Al Karama,Tourist Spot,13.44
2882,462,myNYUAD,Tourist Spot,13.06
2883,462,Founders Memorial,Tourist Spot,7.44
2884,462,Sculpture Garden,Tourist Spot,9.19
2885,462,Whirlabout (Dynamo),Tourist Spot,19.83
2886,462,Maqta Fort,Tourist Spot,15.00
2887,462,Umm Al Nar Archeological Site,Tourist Spot,9.31
2888,462,Dhow Monument,Tourist Spot,9.38
2889,462,Lighthouse Momument,Tourist Spot,11.58
2890,462,Pearl and Ship Sculpture,Tourist Spot,17.02
2891,462,Surf Abu Dhabi,Tourist Spot,14.80
2892,462,"Oscar Murillo''s '"A 1 Offerring: Collective Message to Our Ancestors'"",Tourist Spot,3.83
2893,462,Bait Al Sahel - The Coast People's House,Tourist Spot,10.65
2894,463,Gare CTM Casablanca - principale,Tourist Spot,15.08
2895,463,Twin Center,Tourist Spot,2.71
2896,463,Dar Khalifa دار خليفة,Tourist Spot,17.44
2897,463,Villa Zevaco,Tourist Spot,10.59
2898,463,Place des Nations Unies ساحة الأمم المتحدة,Tourist Spot,18.95
2899,463,Mausolée Sidi Abderrahmane ضريح سيدي عبد الرحمن,Tourist Spot,19.70
2900,463,Palais Royal de Casablanca,Tourist Spot,17.75
2901,463,Anciens Abattoirs de Casablanca,Tourist Spot,0.65
2902,463,Joutia de Derb Ghallef جوطية درب غلف,Tourist Spot,10.80
2903,463,Post Office,Tourist Spot,10.47
2904,463,Marché central,Tourist Spot,10.99
2905,463,Sémiramis,Tourist Spot,5.55
2906,463,سوق القريعة,Tourist Spot,6.80
2907,463,باب المرسى,Tourist Spot,14.61
2908,463,Centre Commercial Jawhara,Tourist Spot,5.36
2909,463,Mosquée el haj fateh,Tourist Spot,16.87
2910,463,Art Displays,Tourist Spot,5.47
2911,463,Sidi Ahmad al Taghy,Tourist Spot,1.51
2912,463,Mahkama du Pacha,Tourist Spot,5.64
2913,463,l'atelier de la source du lion,Tourist Spot,5.28
2914,464,Bab Mansour باب المنصور لعلج,Tourist Spot,11.65
2915,464,Bab Al Khamiss باب الخميس,Tourist Spot,9.21
2916,464,Bab el-jadid,Tourist Spot,11.70
2917,464,Palais Al Mansour,Tourist Spot,6.91
2918,464,Prison de Qara سجن قارا,Tourist Spot,14.34
2919,464,Tour Machqouq البرج المشقوق,Tourist Spot,17.09
2920,464,Les écuries du Sultan Moulay Ismail اسطبلات مولاي اسماعيل,Tourist Spot,10.98
2921,464,les écuries,Tourist Spot,19.05
2922,464,Tour Bni mhammed برج بني محمد,Tourist Spot,14.76
2923,464,Mausolée - Hadi ben Aissa,Tourist Spot,4.16
2924,464,باب بردعاين الشمالي,Tourist Spot,10.27
2925,464,باب بالقاري,Tourist Spot,3.33
2926,464,Palais Royal القصر الملكي,Tourist Spot,11.64
2927,464,Mausolée de Moulay Ismaïl ضريح مولاي إسماعيل,Tourist Spot,12.42
2928,464,أثر مولي إسماعيل,Tourist Spot,1.56
2929,464,Bab bouamair باب بوعمير,Tourist Spot,9.25
2930,464,Bab Rha (porte historique) باب الرحى,Tourist Spot,9.41
2931,464,Porte Bab Tizimi,Tourist Spot,10.98
2932,464,Étang del Agdal,Tourist Spot,14.77
2933,464,dome قبة,Tourist Spot,6.91
2934,465,Southport ANZAC Memorial,Tourist Spot,0.68
2935,465,Paradise Country,Tourist Spot,5.66
2936,465,Slideways Go Karting Gold Coast,Tourist Spot,8.98
2937,465,Hollywood Stunt Driver 2,Tourist Spot,9.36
2938,465,Home of the Arts,Tourist Spot,12.54
2939,465,Nickelodeon Land,Tourist Spot,11.12
2940,465,Batwing Spaceshot,Tourist Spot,0.98
2941,465,Warner Bros. Movie World,Tourist Spot,14.96
2942,465,Condom Kingdom,Tourist Spot,16.91
2943,465,Australian Outback Spectacular,Tourist Spot,16.13
2944,465,Topgolf,Tourist Spot,11.08
2945,465,Hollywood Stunt Driver 2 (entrance),Tourist Spot,3.68
2946,465,Seaway Kayaking Tour,Tourist Spot,14.06
2947,465,Aquaduck,Tourist Spot,2.14
2948,465,ANZAC Park Memorial Gates,Tourist Spot,15.71
2949,465,All For One an One For All,Tourist Spot,18.60
2950,465,AquaSplash Inflatable Water Park,Tourist Spot,17.70
2951,465,Orbit,Tourist Spot,4.47
2952,465,Skydive Surfers Paradise,Tourist Spot,0.88
2953,465,Dora's Fiesta Carousel,Tourist Spot,12.21
2954,467,Teone Church,Tourist Spot,19.06
2955,467,Van Camp,Tourist Spot,3.19
2956,467,Landing spot of Her Majesty Queen Elizabeth II - 26th October 1982,Tourist Spot,16.74
2957,468,Honorable Ayuntamiento de Playa del Carmen,Tourist Spot,15.42
2958,468,Mulchí,Tourist Spot,17.37
2959,468,Parque la ceiba,Tourist Spot,6.47
2960,468,Cenote sin nombre,Tourist Spot,19.30
2961,468,The Grand Sol de America Mariachi,Tourist Spot,0.02
2962,468,Rio Secreto,Tourist Spot,11.24
2963,468,Portal Maya (Mayan Gateway),Tourist Spot,10.52
2964,468,3D Museum,Tourist Spot,10.59
2965,468,Capilla de Guadalupe,Tourist Spot,7.26
2966,468,Alamo Sakahua,Tourist Spot,4.55
2967,468,Mariposario,Tourist Spot,2.73
2968,468,Zona arqueologica,Tourist Spot,3.35
2969,468,El gran Tlachco,Tourist Spot,3.20
2970,468,Juego de pelota,Tourist Spot,13.91
2971,468,Capilla de San Francisco de Asis,Tourist Spot,5.60
2972,468,Delphinus Xcaret,Tourist Spot,2.72
2973,468,Plaza principal,Tourist Spot,2.28
2974,468,parque fundadores,Tourist Spot,4.79
2975,468,Playa mamitas,Tourist Spot,18.64
2976,469,Jackfish Alley,Tourist Spot,10.97
2977,469,Near Garden,Tourist Spot,13.81
2978,469,Ras Umm Sid,Tourist Spot,19.51
2979,469,Salt lake,Tourist Spot,6.60
2980,469,Alf Leila Wa Leila,Tourist Spot,16.03
2981,469,"Night Disco '"Antalia'"",Tourist Spot,0.27
2982,469,Gate of Allah,Tourist Spot,2.18
2983,469,Ras Ghozlani,Tourist Spot,7.44
2984,469,Far Garden,Tourist Spot,19.21
2985,469,Amphoras,Tourist Spot,10.73
2986,469,Middle Garden,Tourist Spot,18.47
2987,469,النصب التذكاري لرحلة طيران فلاش 604,Tourist Spot,14.97
2988,469,Sinai Grand Casino,Tourist Spot,0.88
2989,469,Ras Katy,Tourist Spot,8.91
2990,469,أفيرة,Tourist Spot,12.00
2991,469,Turtle Bay,Tourist Spot,16.13
2992,469,Pinky Wall,Tourist Spot,10.15
2993,469,Sodfa,Tourist Spot,6.97
2994,469,Tower,Tourist Spot,5.83
2995,469,سفاري شرم الشيخ,Tourist Spot,9.88
2996,470,Uluru Camel Tours,Tourist Spot,0.68
2997,470,Uluṟu / Ayers Rock,Tourist Spot,6.48
2998,470,Field of Light,Tourist Spot,7.17
2999,470,Ewing Lookout,Tourist Spot,7.04
3000,470,Uluru Coach Sunset Viewing Area,Tourist Spot,13.84
3001,470,Minymaku Platform,Tourist Spot,18.50
3002,470,Kapi Mutitjulu (Mutitjulu Waterhole),Tourist Spot,17.46
3003,470,Naninga Lookout,Tourist Spot,0.19
3004,470,Watiku Platform,Tourist Spot,15.89
3005,470,Talinguru Nyakunytjaku Sunrise Viewpoint,Tourist Spot,7.26
3006,470,Field of Lights,Tourist Spot,8.20
3007,470,Viewing Area,Tourist Spot,5.28
3008,470,Uluru Car Sunset Viewing Area,Tourist Spot,19.07
3009,470,World's Oldest Sand Dunes,Tourist Spot,9.08
3010,471,Vaapiti Moorea,Tourist Spot,9.77
3011,471,Moorea Watersport,Tourist Spot,12.21
3012,471,Dolphin Center,Tourist Spot,4.55
3013,471,Belvédère de Opunohu,Tourist Spot,10.14
3014,471,Marae Ahu o Mahine,Tourist Spot,15.84
3015,471,Usine Rotui,Tourist Spot,17.28
3016,471,Point de vue des 3 cocotiers,Tourist Spot,12.56
3017,471,Église de J-C des St des derniers jours,Tourist Spot,18.66
3018,471,Belvédère de Toatea,Tourist Spot,18.26
3019,471,Jardin de Corail,Tourist Spot,14.71
3020,471,View peak,Tourist Spot,4.76
3021,471,Marae Umarea,Tourist Spot,7.81
3022,471,View Mou'aroa peak,Tourist Spot,0.02
3023,471,Ōfa’i Tere,Tourist Spot,5.31
3024,471,Marae i Afare'aito,Tourist Spot,9.61
3025,471,Marae i te Ti’i Roa,Tourist Spot,6.02
3026,471,Panorama d'Ōfa'i Tere,Tourist Spot,9.97
3027,471,Panorama de Pao Pao,Tourist Spot,11.79
3028,471,Ananas field,Tourist Spot,1.30
3029,471,La Montagne magique,Tourist Spot,6.64
3030,472,Festung Hohensalzburg,Tourist Spot,6.68
3031,472,Salzburger Dom,Tourist Spot,0.11
3032,472,Almkanal - Stiftsarmstollen,Tourist Spot,3.28
3033,472,Hangar 7,Tourist Spot,10.67
3034,472,Salzwelten Hallein,Tourist Spot,12.18
3035,472,Schloss Hellbrunn,Tourist Spot,13.04
3036,472,ORF Landesstudio Salzburg,Tourist Spot,0.10
3037,472,Schellenberger Eishöhle,Tourist Spot,6.92
3038,472,Fischmarktbrunnen,Tourist Spot,9.97
3039,472,Amalie Löwy,Tourist Spot,8.44
3040,472,Artur Zhorsky,Tourist Spot,8.46
3041,472,Egon Singer,Tourist Spot,12.28
3042,472,Emilie Fischer,Tourist Spot,5.12
3043,472,Günther Erlbeck,Tourist Spot,17.42
3044,472,Alois Hattinger,Tourist Spot,19.04
3045,472,Heinrich Aninger,Tourist Spot,11.67
3046,472,Hugo Singer,Tourist Spot,18.47
3047,472,Klara Aninger,Tourist Spot,11.99
3048,472,Josefine Kubin,Tourist Spot,10.66
3049,472,Ludwig Fischer,Tourist Spot,7.06
3050,473,Basilica di Superga,Tourist Spot,15.97
3051,473,Palazzo Carignano,Tourist Spot,14.72
3052,473,Palazzo Madama,Tourist Spot,4.11
3053,473,Palazzo Reale,Tourist Spot,18.48
3054,473,Caffè Baratti e Milano,Tourist Spot,8.46
3055,473,Basilica di Maria Ausiliatrice,Tourist Spot,4.75
3056,473,Villa della Regina,Tourist Spot,10.64
3057,473,Santuario della Consolata,Tourist Spot,15.61
3058,473,Antico Ristorante Porto di Savona,Tourist Spot,5.92
3059,473,Caffè Elena,Tourist Spot,19.45
3060,473,Caffè Mulassano,Tourist Spot,2.41
3061,473,Pfatisch,Tourist Spot,9.02
3062,473,Palazzo dell' Arsenale Militare,Tourist Spot,12.26
3063,473,Biblioteca Nazionale Universitaria di Torino,Tourist Spot,10.04
3064,473,Maison Musique,Tourist Spot,19.43
3065,473,Vittorio Emanuele II,Tourist Spot,10.01
3066,473,Arco monumentale all'Arma di Artiglieria,Tourist Spot,18.72
3067,473,Officine Grandi Riparazioni,Tourist Spot,5.07
3068,473,Cattedrale di San Giovanni Battista,Tourist Spot,15.42
3069,473,Teatro Regio,Tourist Spot,14.77
3070,474,Casinò Municipale di Campione d'Italia,Tourist Spot,4.94
3071,474,Mulino di Bruzella,Tourist Spot,2.11
3072,474,Chiesa di San Zeno,Tourist Spot,14.51
3073,474,Chiesa di Sant'Antonio Abate,Tourist Spot,9.69
3074,474,Oratorio delle Sante Liberata e Faustina,Tourist Spot,18.42
3075,474,Slittovia Monte Tamaro,Tourist Spot,18.38
3076,474,Chiesa di San Michele,Tourist Spot,6.12
3077,474,Chiesa di Sant'Anna,Tourist Spot,9.93
3078,474,Chiesa di San Benedetto,Tourist Spot,6.67
3079,474,Oratorio di San Giovanni Nepomuceno,Tourist Spot,0.69
3080,474,Santuario di San Pancrazio,Tourist Spot,4.35
3081,474,Chiesa di Sant'Ambrogio,Tourist Spot,16.20
3082,474,Chiesa di Sant'Antonio ai Monti,Tourist Spot,0.07
3083,474,Oratorio della Vergine Assunta,Tourist Spot,9.61
3084,474,Chiesa di San Giorgio,Tourist Spot,17.89
3085,474,Oratorio del Garello,Tourist Spot,14.10
3086,474,Chiesa di San Rocco,Tourist Spot,15.36
3087,474,Chiesa di San Lucio,Tourist Spot,14.06
3088,474,Chiesa di San Sisinnio,Tourist Spot,0.59
3089,474,Chiesa di Sant'Abbondio,Tourist Spot,0.03
3090,475,Mahadev Temple,Tourist Spot,6.52
3091,475,Safa Masjid,Tourist Spot,9.03
3092,475,Shankar Parvati Temple,Tourist Spot,11.96
3093,475,Braganza House West Wing,Tourist Spot,14.43
3094,475,Braganza House,Tourist Spot,16.18
3095,475,Braganza House East Wing,Tourist Spot,17.70
3096,475,Palacio Do Deao,Tourist Spot,12.20
3097,475,Shaikh Marbles and Artwork,Tourist Spot,0.89
3098,475,Nagesh Gardens,Tourist Spot,15.89
3099,475,Monte Hill Viewpoint,Tourist Spot,19.16
3100,475,Shri Shantadurga Chamundeshwari Kudtari Mahamaya Temple,Tourist Spot,15.23
3101,475,Casa Araujo Alvares,Tourist Spot,19.76
3102,475,Sonia Shirsat,Tourist Spot,2.16
3103,475,Figueiredo Mansion,Tourist Spot,2.51
3104,475,Achies Art Gallery,Tourist Spot,3.15
3105,475,Ambora Spring,Tourist Spot,13.02
3106,475,Kuskem Waterfall,Tourist Spot,3.06
3107,475,Paradise Farm,Tourist Spot,6.44
3108,475,Rachol Fort Gate,Tourist Spot,10.53
3109,475,Virginkar Park,Tourist Spot,16.39
3110,476,Daman-e-Koh,Tourist Spot,8.54
3111,476,Hamza APS,Tourist Spot,9.58
3112,476,پاکستان یادگار,Tourist Spot,13.62
3113,476,Decent Logde,Tourist Spot,18.18
3114,476,فیصل مسجد,Tourist Spot,14.69
3115,476,فاطمہ جناح پارک,Tourist Spot,6.03
3116,476,Chand Sitara,Tourist Spot,2.29
3117,476,Darbar Hazrat Khawaja Syed Hussain Ali Shah Bukhari,Tourist Spot,8.03
3118,476,Missile Monument,Tourist Spot,12.51
3119,476,Shah Allah Ditta Caves,Tourist Spot,9.52
3120,476,Highland Country Club,Tourist Spot,8.31
3121,476,PHA Appartments Children's Playground,Tourist Spot,16.05
3122,476,PHA Appartments Children's Playground,Tourist Spot,16.06
3123,476,"Darbar, Baba Shaheed R.A",Tourist Spot,14.09
3124,476,ضیاء الحق کا مقبرہ,Tourist Spot,5.91
3125,476,Islamabad Viewpoint,Tourist Spot,5.73
3126,476,Daman-e-Koh,Tourist Spot,14.01
3127,476,Sujan Singh Haveli,Tourist Spot,18.41
3128,476,Haveli,Tourist Spot,3.60
3129,476,Federal Directorate of Education (FDE)‎,Tourist Spot,13.58
3130,477,Casa do Barão de Camocim,Tourist Spot,7.41
3131,477,Parque Ecológico do Cocó,Tourist Spot,14.53
3132,477,Ponte dos Ingleses,Tourist Spot,15.98
3133,477,Liceu do Ceará,Tourist Spot,3.29
3134,477,Praça do Ferreira,Tourist Spot,10.51
3135,477,Fortaleza de Nossa Senhora da Assunção,Tourist Spot,1.52
3136,477,Praça Portugal,Tourist Spot,10.17
3137,477,Casa José de Alencar (CJA),Tourist Spot,6.67
3138,477,Ponte Velha,Tourist Spot,10.45
3139,477,Palácio da Luz,Tourist Spot,19.42
3140,477,Vista para o Rio Cocó,Tourist Spot,12.40
3141,477,Vista para as lagoas do Parque do Cocó,Tourist Spot,13.03
3142,477,Altar,Tourist Spot,1.83
3143,477,A Casa Encantada do Papai Noel,Tourist Spot,3.87
3144,477,Parque Urbano da Liberdade,Tourist Spot,8.58
3145,477,Antiga Cadeia Pública,Tourist Spot,2.25
3146,477,Monumento ao Vaqueiro,Tourist Spot,10.75
3147,477,Cristo Redentor,Tourist Spot,9.08
3148,477,Mara Hope,Tourist Spot,0.39
3149,477,Primeiro Engenho à Vapor do Estado.,Tourist Spot,18.22
3150,481,House Rock,Tourist Spot,14.33
3151,478,Ruinas de Huanchaca,Tourist Spot,14.81
3152,478,Ruinas de la Fundición de Metales de Huanchaca,Tourist Spot,3.57
3153,478,Casa Gibbs,Tourist Spot,10.26
3154,478,Gabriela Mistral,Tourist Spot,17.57
4262,542,Vuković,Tourist Spot,11.40
3155,478,Alcalde Poblete,Tourist Spot,2.03
3156,478,Lobos marinos,Tourist Spot,5.70
3157,478,Hilo de Agua Del Bicentenario,Tourist Spot,16.59
3158,478,Capilla Santa Ana - Frontis Hospital del Salvador,Tourist Spot,10.09
3159,478,Plaza José Francisco Vergara,Tourist Spot,5.36
3160,478,Ruinas de la Fundición de Metales de Huanchaca,Tourist Spot,15.08
3161,478,Grúa Macosa,Tourist Spot,18.63
3162,478,Monumento Honor a la Patria,Tourist Spot,18.77
3163,478,Grúa Macosa,Tourist Spot,10.27
3164,478,Ex Tornamesa de Trenes,Tourist Spot,15.49
3165,478,Ex Puerto Coloso,Tourist Spot,1.32
3166,478,Grúa Titán,Tourist Spot,6.61
3167,478,Casas de la Fundición Playa Blanca de la Compañía Huanchaca,Tourist Spot,1.92
3168,478,Grúa Nicolás Tirado,Tourist Spot,9.25
3169,478,Grua Trocadero,Tourist Spot,2.46
3170,478,Quiosco de Retreta,Tourist Spot,7.49
3171,482,Sara 1 Village,Tourist Spot,3.53
3172,481,Resting Rock,Tourist Spot,11.89
3173,479,"Ruinas del '"Proyecto Huemul'"",Tourist Spot,12.60
3174,479,Centro Cívico,Tourist Spot,16.11
3175,479,Expreso Río Negro: Bariloche → Perito Moreno → Bariloche,Tourist Spot,11.37
3176,479,Terraza Panorámica,Tourist Spot,0.94
3177,479,Piedra de Habsburgo,Tourist Spot,10.60
3178,479,Laboratorios Richter,Tourist Spot,8.71
3179,479,Edificio Capraro,Tourist Spot,6.73
3180,479,Monumento al General Roca,Tourist Spot,15.53
3181,479,Mirador Playa Bonita,Tourist Spot,6.41
3182,479,Stupa,Tourist Spot,0.89
3183,479,Mirador Lago Gutiérrez,Tourist Spot,16.42
3184,479,Mirador Nahuel Huapi,Tourist Spot,18.11
3185,479,Valle del Chall Huaco,Tourist Spot,0.83
3186,479,Conejo Amarillo,Tourist Spot,19.86
3187,479,Modesta Victoria,Tourist Spot,4.35
3188,479,Molino,Tourist Spot,9.67
3189,479,Cartel de Bariloche,Tourist Spot,5.90
3190,479,Cartel de Bariloche,Tourist Spot,2.25
3191,479,Mirador de Las Victorias,Tourist Spot,7.45
3192,479,Monumento a los Pioneros,Tourist Spot,6.04
3193,481,Zion National Park,Tourist Spot,9.66
3194,481,Walter's Wiggles,Tourist Spot,7.17
3195,481,Angels Landing Trail--West Rim Trail,Tourist Spot,13.93
3196,481,Lower Emerald Pool,Tourist Spot,9.86
3197,481,Middle Emerald Pool,Tourist Spot,16.67
3198,481,View on the Patriarchs,Tourist Spot,15.39
3199,481,200' Waterfall,Tourist Spot,16.79
3200,481,Floating Rock,Tourist Spot,10.78
3201,481,Zion Canyon Scenic Drive,Tourist Spot,13.28
3202,481,Upper Emerald Pool,Tourist Spot,13.61
3203,481,Canyon Overlook,Tourist Spot,18.38
3204,481,Lava Point Overlook A,Tourist Spot,4.83
3205,481,"The '"North Pole'" Log",Tourist Spot,13.11
3206,481,Pullout,Tourist Spot,19.47
3207,481,Pullout,Tourist Spot,10.09
3208,481,Big Springs,Tourist Spot,7.67
3209,481,Scout Lookout,Tourist Spot,1.34
3210,481,Mystery Canyon Falls,Tourist Spot,6.18
3211,482,Champagne Beach,Tourist Spot,14.77
3212,482,Hog Harbour Blue Hole,Tourist Spot,15.38
3213,482,Pedro Fernandes de Queirós (1606),Tourist Spot,8.29
3214,482,chapel dans banian,Tourist Spot,19.30
3215,482,Shark Bay Blue Hole,Tourist Spot,2.09
3216,483,SK,Tourist Spot,15.10
3217,483,Menara Jam Atkinson,Tourist Spot,14.80
3218,483,Monsopiad Culture Village,Tourist Spot,5.46
3219,483,Double Six Monument,Tourist Spot,7.12
3220,483,North Borneo War Monument,Tourist Spot,17.43
3221,483,阿里王 Aliwang,Tourist Spot,13.08
3222,483,Tugu Peringatan Malaysian,Tourist Spot,6.90
3223,483,Colonial Christian Cemetery,Tourist Spot,15.50
3224,483,Pulau Sapi,Tourist Spot,6.41
3225,483,Tugu Pahlawan,Tourist Spot,3.31
3226,483,Tun Mustapha Residential House,Tourist Spot,19.76
3227,483,Kota Kinabalu Wetland Centre,Tourist Spot,17.00
3228,483,Gold Minaret Sculpture,Tourist Spot,15.84
3229,483,La Salle Wall of Fame,Tourist Spot,13.16
3230,483,Statue of St. John Baptist de La Salle,Tourist Spot,14.40
3231,483,Stone boardwalk sunset viewpoint,Tourist Spot,18.37
3232,483,Pusat Orkid,Tourist Spot,12.48
3233,483,Signal Hill Observatory Tower,Tourist Spot,4.50
3234,483,Point E,Tourist Spot,0.74
3235,483,Heritage Village Phase II,Tourist Spot,3.49
3236,484,Obexer's Boat Company,Tourist Spot,14.50
3237,484,Thunderbird Lodge,Tourist Spot,19.23
3238,484,Rubicon Point Light,Tourist Spot,0.57
3239,484,SS Tahoe,Tourist Spot,10.54
3240,484,Pine Lodge (Ehrman Mansion),Tourist Spot,15.97
3241,484,Howard Lee Woodington 2001,Tourist Spot,1.84
3242,484,M. S. Dixie II Terminal,Tourist Spot,6.65
3243,484,Balancing Rock,Tourist Spot,3.64
3244,484,Logan Shoals Vista Point,Tourist Spot,2.81
3245,484,Ed Z'berg Sugar Pine Point Nature Center,Tourist Spot,7.66
3246,484,Zephyr Cove Beach,Tourist Spot,12.60
3247,484,Round Hill Pines Beach Resort,Tourist Spot,11.98
3248,484,On Lake Tahoe,Tourist Spot,9.56
3249,484,On Lake Tahoe,Tourist Spot,3.20
3250,484,Cave Rock,Tourist Spot,9.63
3251,484,Ralph R. Steele Memorial,Tourist Spot,19.29
3252,484,The Big Tree,Tourist Spot,12.87
3253,485,Aşağı Düden Şelalesi,Tourist Spot,2.25
3254,485,Mustafa Kemal Atatürk,Tourist Spot,2.52
3255,485,Antalya binicilik ve antilspor kulübü,Tourist Spot,6.92
3256,485,Hadrian Kapısı,Tourist Spot,13.21
3257,485,Hıdırlık Kulesi,Tourist Spot,12.57
3258,485,Saat Kulesi,Tourist Spot,2.89
3259,485,Kesik Minare,Tourist Spot,1.17
3260,485,II. Attalos,Tourist Spot,4.94
3261,485,Korkut Camii,Tourist Spot,7.46
3262,485,Sandland,Tourist Spot,18.92
3263,485,Karatay Medresesi,Tourist Spot,7.72
3264,485,Magydos,Tourist Spot,9.45
3265,485,Arapsu bridge,Tourist Spot,7.03
3266,485,Pazar Hamamı,Tourist Spot,0.61
3267,485,I. Gıyaseddin Keyhüsrev,Tourist Spot,0.17
3268,485,Koçtaş,Tourist Spot,7.60
3269,485,Şeyh Sinan Türbesi,Tourist Spot,19.36
3270,485,Mazı Dağı Seyir Terası Cafe,Tourist Spot,0.23
3271,485,Araştırmacı - Gazeteci Uğur MUMCU (22.08.1942 - 24.01.1993),Tourist Spot,19.97
3272,485,Kale Kapısı Burcu,Tourist Spot,14.47
3273,486,Yaşar Baba Restaurant,Tourist Spot,19.92
3274,486,Tribal Collections Nomadic Rugs & Textiles,Tourist Spot,15.67
3275,486,Ortahisar Kalesi,Tourist Spot,9.22
3276,486,Uçhisar Kalesi,Tourist Spot,4.14
3277,486,Cemal Ranch,Tourist Spot,14.36
3278,486,Cave house,Tourist Spot,18.24
3279,486,Sarıhan Kervansaray,Tourist Spot,11.83
3280,486,Strength,Tourist Spot,11.51
3281,486,Siren,Tourist Spot,10.03
3282,486,Rythyms of Life,Tourist Spot,2.06
3283,486,Grind,Tourist Spot,18.76
3284,486,El Nazar Kilisesi,Tourist Spot,2.12
3285,486,Azize Barbara Kilisesi,Tourist Spot,13.55
3286,486,Çarıklı kilise,Tourist Spot,17.02
3287,486,Elmalı kilise,Tourist Spot,14.02
3288,486,Yılanlı Kilise,Tourist Spot,12.08
3289,486,Tokalı Kilise,Tourist Spot,6.21
3290,486,Time and Space,Tourist Spot,18.72
3291,486,Listen,Tourist Spot,11.14
3292,486,A Day on Earth,Tourist Spot,13.04
3293,487,أوديون,Tourist Spot,0.73
3294,487,حمامات أنطونيس,Tourist Spot,18.33
3295,487,توفاة قرطاج,Tourist Spot,3.25
3296,487,فيلات رومانية,Tourist Spot,12.64
3297,487,فيلات رومانية,Tourist Spot,12.39
3298,487,فيلات رومانية,Tourist Spot,7.48
3299,487,Îlot de l'Amirauté,Tourist Spot,10.97
3300,487,Ennejma Ezzahra,Tourist Spot,18.36
3301,487,Mosaico de caballos,Tourist Spot,15.52
3302,487,Basilique de Damous el Karita,Tourist Spot,14.44
3303,487,بيت الحكمة (قصر زروق),Tourist Spot,12.51
3304,488,Free Walking Tour Tehran (Persian Walk),Tourist Spot,6.07
3305,488,سورتمه توچال,Tourist Spot,5.59
3306,488,سینما ۵ بعدی بام تهران,Tourist Spot,2.56
3307,488,بازار تجریش,Tourist Spot,10.15
3308,488,آتلیه عکاسی آرش,Tourist Spot,8.84
3309,488,قلم های آبی,Tourist Spot,9.49
3310,488,برج میلاد,Tourist Spot,12.47
3311,488,برج طغرل,Tourist Spot,17.11
3312,488,برج آزادی,Tourist Spot,12.10
3313,488,میدان آزادی,Tourist Spot,19.65
3314,488,عمارت دبیرالملک,Tourist Spot,1.09
3315,488,کاخ ثابت پاسال,Tourist Spot,2.45
3316,488,بازار خانات,Tourist Spot,3.60
3317,488,مدرسه دارالفنون,Tourist Spot,11.58
3318,488,میدان مشق,Tourist Spot,1.02
3319,488,سردر باغ ملی,Tourist Spot,13.48
3320,488,کاخ موزه مرمر,Tourist Spot,7.79
3321,488,دژ رشکان,Tourist Spot,1.12
3322,488,بازار قدیمی ری,Tourist Spot,13.88
3323,488,بقعه بی بی شهربانو,Tourist Spot,17.28
3324,489,Nguthungulli Julian Rocks Nature Reserve,Tourist Spot,5.90
3325,489,The Farm Byron Bay,Tourist Spot,13.27
3326,489,Skydive Byron Bay,Tourist Spot,0.12
3327,489,RSL War memorial,Tourist Spot,15.78
3328,489,Cape Byron Lighthouse,Tourist Spot,2.98
3329,489,St Helena Lookout,Tourist Spot,0.32
3330,489,Byron Bay Railway Station,Tourist Spot,6.83
3331,489,Scarabalotti's Lookout,Tourist Spot,11.33
3332,489,The Pass,Tourist Spot,17.06
3333,489,Easterly Point Lookout,Tourist Spot,1.77
3334,489,Eastern most point of the Australian mainland,Tourist Spot,18.55
3335,489,Captain Cook Lookout,Tourist Spot,9.31
3336,489,Fisherman's Lookout,Tourist Spot,15.48
3337,489,Eric Wright Lookout,Tourist Spot,8.87
3338,489,SS Wollongbar,Tourist Spot,3.01
3339,489,TSS Wollongbar Memorial,Tourist Spot,8.83
3340,489,Byron Bay Scout Hall,Tourist Spot,13.55
3341,489,Tag Byron Bay,Tourist Spot,17.13
3342,489,The Big Knight,Tourist Spot,13.11
3343,489,Former Binna Burra Railway Station,Tourist Spot,18.96
3344,490,Mossman River Lookout,Tourist Spot,7.69
3345,490,Carstens Memorial,Tourist Spot,14.71
3346,490,Port Douglas Court House,Tourist Spot,18.62
3347,490,"Port Douglas Tramway '"Faugh-a-Ballagh'"",Tourist Spot,13.48
3348,490,Yulmbarril,Tourist Spot,12.61
3349,490,Flagstaff Hill,Tourist Spot,5.43
3350,490,Manjal Dimbi Lookout,Tourist Spot,8.64
3351,490,Rock,Tourist Spot,0.90
3352,490,Robbins Creek Bridge,Tourist Spot,0.91
3353,490,The Landing,Tourist Spot,16.18
3354,490,Slatey Pinch,Tourist Spot,16.99
3355,490,Crocodiles,Tourist Spot,18.11
3356,490,Babanas x 2$ bag,Tourist Spot,14.30
3357,490,Lookout,Tourist Spot,4.88
